colour	size	x	xend	y	yend	key	showSelectedlegendcoloursize	showSelected2
#00BFFF	2	0.0262710859902252	0.0262710859902252	0	1	5043951 AIC	AIC	TPR=0.550
#00BFFF	2	0.530620452866177	0.530620452866177	0	1	101495849 AIC	AIC	TPR=0.550
#00BFFF	2	0.530807102906497	0.530807102906497	0	1	101531544 AIC	AIC	TPR=0.550
#00BFFF	2	0.0262710859902252	0.0262710859902252	0	1	5043951 AIC	AIC	TPR=0.579
#00BFFF	2	0.530620452866177	0.530620452866177	0	1	101495849 AIC	AIC	TPR=0.579
#00BFFF	2	0.530807102906497	0.530807102906497	0	1	101531544 AIC	AIC	TPR=0.579
#00BFFF	2	0.0262710859902252	0.0262710859902252	0	1	5043951 AIC	AIC	TPR=0.600
#00BFFF	2	0.530620452866177	0.530620452866177	0	1	101495849 AIC	AIC	TPR=0.600
#00BFFF	2	0.530807102906497	0.530807102906497	0	1	101531544 AIC	AIC	TPR=0.600
#00BFFF	2	0.0262710859902252	0.0262710859902252	0	1	5043951 AIC	AIC	TPR=0.650
#00BFFF	2	0.361290490482945	0.361290490482945	0	1	69113145 AIC	AIC	TPR=0.650
#00BFFF	2	0.361519594975635	0.361519594975635	0	1	69156959 AIC	AIC	TPR=0.650
#00BFFF	2	0.530620452866177	0.530620452866177	0	1	101495849 AIC	AIC	TPR=0.650
#00BFFF	2	0.530807102906497	0.530807102906497	0	1	101531544 AIC	AIC	TPR=0.650
#00BFFF	2	0.0262710859902252	0.0262710859902252	0	1	5043951 AIC	AIC	TPR=0.700
#00BFFF	2	0.361290490482945	0.361290490482945	0	1	69113145 AIC	AIC	TPR=0.700
#00BFFF	2	0.361519594975635	0.361519594975635	0	1	69156959 AIC	AIC	TPR=0.700
#00BFFF	2	0.530620452866177	0.530620452866177	0	1	101495849 AIC	AIC	TPR=0.700
#00BFFF	2	0.530807102906497	0.530807102906497	0	1	101531544 AIC	AIC	TPR=0.700
#FF0000	5	0.0262710859902252	0.0262710859902252	0	1	5043951 BIC	BIC	TPR=0.700
#FF0000	5	0.530620452866177	0.530620452866177	0	1	101495849 BIC	BIC	TPR=0.700
#FF0000	5	0.530807102906497	0.530807102906497	0	1	101531544 BIC	BIC	TPR=0.700
