colour	size	x	xend	y	yend	key	showSelectedlegendcoloursize	showSelected2
#00BFFF	2	0	1	0.258998713598007	0.258998713598007	19862 AIC	AIC	TPR=0.400
#FF0000	5	0	1	0.258998713598007	0.258998713598007	19862 BIC	BIC	TPR=0.400
#00BFFF	2	0	1	0.258998713598007	0.258998713598007	19862 AIC	AIC	TPR=0.450
#FF0000	5	0	1	0.258998713598007	0.258998713598007	19862 BIC	BIC	TPR=0.450
#00BFFF	2	0	1	0.258998713598007	0.258998713598007	19862 AIC	AIC	TPR=0.500
#FF0000	5	0	1	0.258998713598007	0.258998713598007	19862 BIC	BIC	TPR=0.500
#00BFFF	2	0	0.0262710859902252	0.305870605053869	0.305870605053869	19862 AIC	AIC	TPR=0.550
#00BFFF	2	0.0262710859902252	0.530620452866177	0.255810453674237	0.255810453674237	5043951 AIC	AIC	TPR=0.550
#00BFFF	2	0.530620452866177	0.530807102906497	1.00000000000001	1.00000000000001	101495849 AIC	AIC	TPR=0.550
#00BFFF	2	0.530807102906497	1	0.259423504084781	0.259423504084781	101531544 AIC	AIC	TPR=0.550
#FF0000	5	0	1	0.258998713598007	0.258998713598007	19862 BIC	BIC	TPR=0.550
#00BFFF	2	0	0.0262710859902252	0.305870605053869	0.305870605053869	19862 AIC	AIC	TPR=0.579
#00BFFF	2	0.0262710859902252	0.530620452866177	0.255810453674237	0.255810453674237	5043951 AIC	AIC	TPR=0.579
#00BFFF	2	0.530620452866177	0.530807102906497	1.00000000000001	1.00000000000001	101495849 AIC	AIC	TPR=0.579
#00BFFF	2	0.530807102906497	1	0.259423504084781	0.259423504084781	101531544 AIC	AIC	TPR=0.579
#FF0000	5	0	1	0.258998713598007	0.258998713598007	19862 BIC	BIC	TPR=0.579
#00BFFF	2	0	0.0262710859902252	0.305870605053869	0.305870605053869	19862 AIC	AIC	TPR=0.600
#00BFFF	2	0.0262710859902252	0.530620452866177	0.255810453674237	0.255810453674237	5043951 AIC	AIC	TPR=0.600
#00BFFF	2	0.530620452866177	0.530807102906497	1.00000000000001	1.00000000000001	101495849 AIC	AIC	TPR=0.600
#00BFFF	2	0.530807102906497	1	0.259423504084781	0.259423504084781	101531544 AIC	AIC	TPR=0.600
#FF0000	5	0	1	0.258998713598007	0.258998713598007	19862 BIC	BIC	TPR=0.600
#00BFFF	2	0	0.0262710859902252	0.305870605053869	0.305870605053869	19862 AIC	AIC	TPR=0.650
#00BFFF	2	0.0262710859902252	0.361290490482945	0.256003784015989	0.256003784015989	5043951 AIC	AIC	TPR=0.650
#00BFFF	2	0.361290490482945	0.361519594975635	0.893208793364641	0.893208793364641	69113145 AIC	AIC	TPR=0.650
#00BFFF	2	0.361519594975635	0.530620452866177	0.25465409771612	0.25465409771612	69156959 AIC	AIC	TPR=0.650
#00BFFF	2	0.530620452866177	0.530807102906497	1.00000000000001	1.00000000000001	101495849 AIC	AIC	TPR=0.650
#00BFFF	2	0.530807102906497	1	0.259423504084781	0.259423504084781	101531544 AIC	AIC	TPR=0.650
#FF0000	5	0	1	0.258998713598007	0.258998713598007	19862 BIC	BIC	TPR=0.650
#00BFFF	2	0	0.0262710859902252	0.305870605053869	0.305870605053869	19862 AIC	AIC	TPR=0.700
#00BFFF	2	0.0262710859902252	0.361290490482945	0.256003784015989	0.256003784015989	5043951 AIC	AIC	TPR=0.700
#00BFFF	2	0.361290490482945	0.361519594975635	0.893208793364641	0.893208793364641	69113145 AIC	AIC	TPR=0.700
#00BFFF	2	0.361519594975635	0.530620452866177	0.25465409771612	0.25465409771612	69156959 AIC	AIC	TPR=0.700
#00BFFF	2	0.530620452866177	0.530807102906497	1.00000000000001	1.00000000000001	101495849 AIC	AIC	TPR=0.700
#00BFFF	2	0.530807102906497	1	0.259423504084781	0.259423504084781	101531544 AIC	AIC	TPR=0.700
#FF0000	5	0	0.0262710859902252	0.305870605053869	0.305870605053869	19862 BIC	BIC	TPR=0.700
#FF0000	5	0.0262710859902252	0.530620452866177	0.255810453674237	0.255810453674237	5043951 BIC	BIC	TPR=0.700
#FF0000	5	0.530620452866177	0.530807102906497	1.00000000000001	1.00000000000001	101495849 BIC	BIC	TPR=0.700
#FF0000	5	0.530807102906497	1	0.259423504084781	0.259423504084781	101531544 BIC	BIC	TPR=0.700
#00BFFF	2	0	0.0262710859902252	0.305870605053869	0.305870605053869	19862 AIC	AIC	TPR=0.750
